local_bs,level,x,prob,gumbel_prob
32,L3_arrival_departure,69,0.0,8.156566800545313e-05
32,L3_arrival_departure,70,0.0,7.077843347623373e-05
32,L3_arrival_departure,71,0.0,6.141721449140016e-05
32,L3_arrival_departure,72,0.0,5.329365238744417e-05
32,L3_arrival_departure,73,0.0,4.624423046197242e-05
32,L3_arrival_departure,74,0.0,4.012700701415521e-05
32,L3_arrival_departure,75,0.0,3.481877570685061e-05
32,L3_arrival_departure,76,0.0,3.0212597926207354e-05
32,L3_arrival_departure,77,0.0,2.621565884437211e-05
32,L3_arrival_departure,78,0.0,2.2747405042673146e-05
32,L3_arrival_departure,79,0.0,1.973792696865411e-05
32,L3_arrival_departure,80,0.0,1.7126554219335228e-05
32,L3_arrival_departure,81,0.0,1.4860635791094929e-05
32,L3_arrival_departure,82,0.0,1.2894481043124905e-05
32,L3_arrival_departure,83,0.0,1.1188440277331952e-05
32,L3_arrival_departure,84,0.0,9.708106588581902e-06
32,L3_arrival_departure,85,0.0,8.423623033488216e-06
32,L3_arrival_departure,86,0.0,7.309081254832775e-06
32,L3_arrival_departure,87,0.0,6.341999513477022e-06
32,L3_arrival_departure,88,0.0,5.5028696630220585e-06
32,L3_arrival_departure,89,0.0,4.774763973712802e-06
32,L3_arrival_departure,90,0.0,4.142993910012147e-06
32,L3_arrival_departure,91,0.0,3.594814006661215e-06
32,L3_arrival_departure,92,0.0,3.1191648859902295e-06
32,L3_arrival_departure,93,0.0,2.7064502491683725e-06
32,L3_arrival_departure,94,0.0,2.3483433534264994e-06
32,L3_arrival_departure,95,0.0,2.037619077925333e-06
32,L3_arrival_departure,96,0.0,1.7680081987498289e-06
32,L3_arrival_departure,97,0.0,1.534070934602075e-06
32,L3_arrival_departure,98,0.0,1.3310872203375863e-06
32,L3_arrival_departure,99,0.0,1.1549614896750388e-06
32,L3_arrival_departure,100,0.0,1.0021400573845731e-06
32,L3_arrival_departure,101,0.0,8.695394264050801e-07
32,L3_arrival_departure,102,0.0,7.5448408126329e-07
32,L3_arrival_departure,103,0.0,6.546525096897811e-07
32,L3_arrival_departure,104,0.0,5.680303654124101e-07
32,L3_arrival_departure,105,0.0,4.928698282154304e-07
32,L3_arrival_departure,106,0.0,4.276543390330266e-07
32,L3_arrival_departure,107,0.0,3.710680024210207e-07
32,L3_arrival_departure,108,0.0,3.219690355699584e-07
32,L3_arrival_departure,109,0.0,2.793667319516588e-07
32,L3_arrival_departure,110,0.0,2.424014707519856e-07
32,L3_arrival_departure,111,0.0,2.1032737363074804e-07
32,L3_arrival_departure,112,0.0,1.8249725409243066e-07
32,L3_arrival_departure,113,0.0,1.583495589303423e-07
32,L3_arrival_departure,114,0.0,1.3739703873231716e-07
32,L3_arrival_departure,115,0.0,1.19216914634171e-07
32,L3_arrival_departure,116,0.0,1.0344234958537252e-07
32,L3_arrival_departure,117,0.0,8.975504493691126e-08
32,L3_arrival_departure,118,0.0,7.787881857746314e-08
32,L3_arrival_departure,119,0.0,6.757403250129688e-08
32,L3_arrival_departure,120,0.0,5.863275667618128e-08
32,L3_arrival_departure,121,0.0,5.087457428721312e-08
32,L3_arrival_departure,122,0.0,4.414294031586892e-08
32,L3_arrival_departure,123,0.0,3.830202417635517e-08
32,L3_arrival_departure,124,0.0,3.3233967575421044e-08
32,L3_arrival_departure,125,0.0,2.8836507191502156e-08
32,L3_arrival_departure,126,0.0,2.5020910880885096e-08
32,L3_arrival_departure,127,0.0,2.1710187664903758e-08
32,L3_arrival_departure,128,0.0,1.883753341751284e-08
16,fixed_original,0,0.0,1.8695229719190515e-05
16,fixed_original,1,0.0,0.0002629481902213386
16,fixed_original,2,0.0,0.001877081390256035
16,fixed_original,3,0.0,0.0078030616181722625
